 88.5225, 88.2391, 92.5166, 83.8157, 54.9520
 23.5000, 51.3389,  5.8363, 48.1609, 85.6278
 19.8433,  3.4277, 81.5365, 42.9968, 88.5103
 35.5795, 88.4127, 69.9338, 19.7080, 64.3897
 18.4149, 89.6030, 56.5350,  2.7842, 25.4370
 52.6599, 37.7045, 82.3410, 23.0618, 16.3650
 84.5870, 92.2902, 46.3710, 56.7032, 35.0371
 91.4806, 70.0347, 71.9977, 30.4866, 93.2120
 76.9460, 42.9493, 47.8339, 57.2113, 14.1281
 19.6176, 94.7085, 47.0204, 54.3250, 91.9132
 22.8732, 74.8590, 32.6250, 98.6553, 74.5270
  1.6119, 90.9261, 35.2629, 54.6340, 88.2836
 21.3120, 17.1440,  3.4227, 27.3342, 48.5929
 99.1089,  0.1725, 45.7724, 29.2477, 92.9440
 61.6235,  5.9835, 28.1930, 68.7291, 49.0265
 74.7443, 24.7610, 38.8839, 91.7130, 94.6650
 38.7700, 65.8268, 59.2520, 70.7134, 70.1749
 77.3310, 91.2743, 59.6890, 81.6489, 62.6801
 50.7236, 54.0703, 53.9870, 63.1175, 68.9024
 43.0256, 15.9008, 78.7900, 51.2370, 73.8990
 58.9051, 84.0693,  3.1159, 62.1938, 24.3726
 32.8852, 74.1460, 81.1232, 46.9061, 97.4246
 59.8464, 53.4177,  1.0736, 68.1340, 29.7661
 13.0855, 60.3260, 17.3350, 61.6649, 80.5611
 14.2070, 37.0428, 60.1670, 54.8988, 76.4930
  9.5081, 93.2919, 23.9500, 16.9573, 37.6679
 43.9256, 23.0003, 43.6122, 46.6518, 52.8763
 78.4885, 46.7132, 36.6933, 94.2375, 92.6904
 50.5506, 85.7510, 57.9645,  6.6866, 43.8773
 92.5179, 13.5833, 85.8391,  1.0395, 66.6830
 56.7990,  1.4414, 87.0112, 80.7149, 20.1947
 12.2968, 24.4811, 53.3718, 54.5250, 24.8128
 23.8930, 87.6360,  3.9136, 76.4459, 80.1120
 60.4330, 14.1600, 18.6940, 87.3545,  6.0269
 59.3070, 43.8544, 47.3705, 99.3890, 47.2020
 92.2070, 96.7537, 87.0782,  9.3953, 44.0277
  0.4236, 38.6569,  0.8069, 97.1706, 25.4780
 97.2130, 46.8630, 45.4931, 27.4745, 33.5320
 11.2953, 38.6410, 70.0930, 44.5939, 79.0320
 89.6957, 78.5007, 15.3286, 90.8680, 35.8371
 92.5293, 71.1872, 38.4424, 91.5385, 97.4160
 52.8303, 15.1559, 78.5359, 47.9930,  2.0890
 92.2310, 52.4430, 73.8444, 24.1702, 50.3298
  4.3459, 98.8956, 76.7174, 52.6297, 74.6010
 27.5709, 58.5101, 27.8924, 32.9952, 35.4406
 34.9160, 48.2759, 53.8610, 57.6053, 92.2070
 10.9147, 80.0917, 38.6632, 68.3935, 55.4689
 64.6750, 28.6831, 24.3692, 14.7636, 92.4203
  6.8587, 85.5728, 83.7980, 88.3014,  6.9701
 31.2696, 80.6715, 11.7927, 87.1013, 59.6059
 19.2228, 33.5538, 51.6670, 47.3153, 13.7518
 17.4992, 48.3531, 48.4335, 56.9769, 84.1786
 40.5491,  7.0702, 68.2439, 54.7915, 90.8710
 76.0938,  9.3800,  4.9356, 15.9484, 31.3227
 92.8424, 35.6123, 45.4550, 72.4960, 48.1882
 97.1230, 74.3020, 71.8586, 25.5670, 93.1822
 80.9850, 44.9503, 54.5488, 20.2778, 37.2337
  2.6959, 18.1156, 82.4570, 90.5310, 83.4810
 97.3136, 95.7590, 70.6475, 70.7701, 38.6150
 33.4139, 33.7082, 58.2292,  3.2211, 67.9817
 67.3425, 89.4970, 30.1537, 21.3090, 40.2861
 32.5700,  6.4396, 93.6702, 35.1314, 86.9025
 60.4837, 63.2365, 12.7454, 63.5530, 82.0550
  4.0093, 49.0397, 61.7779, 79.9765, 23.4629
 55.8022, 28.0989, 11.1750, 62.7531, 90.1460
 77.4795, 49.9526, 46.5960, 40.5077, 10.0353
 38.6988, 25.6425, 55.7820, 23.5284, 17.9481
 16.0211,  1.8975, 82.9902, 43.4754, 48.1484
 11.9423, 83.4350, 83.8420, 11.4430, 60.0879
 76.5743,  1.4072, 82.3850, 16.7860, 21.7743
 50.8739,  4.8460, 56.8422, 20.6178, 26.5019
 64.6485, 75.1051, 46.5434, 96.8974,  2.3616
 46.7982, 70.9420, 38.5260,  4.5635, 56.0019
 47.9182, 37.4576, 66.4080, 10.5247, 85.5698
 75.8013, 59.0631, 71.5130, 31.8191, 69.3203
 60.0662, 72.3379, 72.4981, 74.5889, 82.5700
  0.9600, 54.6910, 12.5940, 23.7110,  9.7695
 25.7510, 71.9580, 48.4224, 55.2210,  5.0515
 37.0116, 75.0526, 94.9557, 35.2181, 58.5464
 39.2620, 41.2945, 29.1440, 85.8896, 88.2231
 73.9640, 61.0300, 89.5431, 17.8815, 37.9115
 99.0889, 34.0542, 56.5430, 65.8762, 53.2128
 79.8908, 82.0630, 35.1864, 10.3212, 99.6384
 25.6436,  0.1554, 10.1140, 26.0792, 62.1760
